customer_id,timestamp,amount,transaction_type,recipient_country,customer_type,country,risk_score,profession,naics_code,is_anomaly
513,2025-01-23 17:44:50.386204,83.87339366374668,withdrawal,US,individual,US,23.86148170072797,retired,,0
345,2025-01-23 17:55:09.386204,9115.963301172058,transfer,JP,company,US,85.01145915815339,,561499,0
622,2025-01-23 18:01:56.386204,13440.534386564304,withdrawal,US,company,US,34.83550678419298,,561499,0
457,2025-01-23 18:07:07.386204,61.33930561424585,transfer,CN,individual,US,40.33593976098566,student,,0
630,2025-01-23 18:09:36.386204,27.319004217138694,deposit,US,individual,US,2.270431128314876,retired,,0
844,2025-01-23 18:09:38.386204,115.07872610968303,withdrawal,CA,individual,CA,67.50490261979927,student,,0
33,2025-01-23 18:15:19.386204,40694.87495335128,transfer,CA,company,CA,24.045888272008085,,453998,0
475,2025-01-23 18:21:42.386204,5699.055653168887,transfer,CA,company,GB,84.24512704657047,,423990,0
421,2025-01-23 18:28:51.386204,34.77312420908134,deposit,US,individual,US,30.182121637103265,self-employed,,0
318,2025-01-23 18:32:17.386204,57.71592579601247,transfer,FR,individual,CA,15.107646790795293,self-employed,,0
217,2025-01-23 18:39:44.386204,114.19068767779346,transfer,CN,individual,US,76.88005022067128,retired,,0
782,2025-01-23 18:41:14.386204,79.49294945755388,withdrawal,GB,individual,GB,61.3052961764048,self-employed,,0
279,2025-01-23 18:46:57.386204,123.25732675022141,deposit,US,individual,US,22.241263030353352,self-employed,,0
259,2025-01-23 18:51:04.386204,28.959370704816784,transfer,US,individual,CA,4.541575712975887,self-employed,,0
186,2025-01-23 18:52:29.386204,61.171111795767644,deposit,CN,individual,CN,67.36314473410879,unemployed,,0
197,2025-01-23 18:53:41.386204,38.60027419376023,withdrawal,US,individual,US,74.64826592699427,student,,0
130,2025-01-23 18:58:11.386204,68.62499344292189,transfer,DE,individual,CA,80.43612949653513,employee,,0
447,2025-01-23 19:07:13.386204,1561.0602731718552,deposit,US,company,US,62.226921635635755,,522320,0
859,2025-01-23 19:09:02.386204,2160.5903523683346,transfer,DE,company,US,38.504533823280816,,423990,0
386,2025-01-23 19:09:27.386204,51.74914810249945,deposit,US,individual,US,51.46325536675752,retired,,0
251,2025-01-23 19:35:01.386204,972.1303518939935,transfer,US,company,CA,63.37790380603007,,522320,0
650,2025-01-23 19:38:19.386204,77.05809082748624,transfer,FR,individual,US,30.666402828438454,unemployed,,0
645,2025-01-23 19:41:53.386204,1884.4416493405704,transfer,JP,company,US,27.294556770252008,,423990,0
377,2025-01-23 19:45:40.386204,49.214315356088235,transfer,GB,individual,FR,58.4201589482267,employee,,0
314,2025-01-23 19:48:21.386204,1214.9479527336962,transfer,US,company,US,84.5951868171057,,423990,0
820,2025-01-23 19:55:05.386204,35.338763888770494,withdrawal,CA,individual,CA,80.40210087098842,student,,0
753,2025-01-23 19:57:50.386204,75.44849001402679,withdrawal,US,individual,US,83.39114037272749,retired,,0
58,2025-01-23 20:01:38.386204,106.473477674475,transfer,CN,individual,US,59.82535276121871,retired,,1
452,2025-01-23 20:03:47.386204,32.27748829068079,deposit,US,individual,US,41.858225957088024,self-employed,,0
573,2025-01-23 20:14:07.386204,32.65403058834681,deposit,CA,individual,CA,83.10473061714484,student,,0
749,2025-01-23 20:14:22.386204,88.23618047706805,deposit,US,individual,US,16.64009386713622,student,,0
618,2025-01-23 20:14:58.386204,81.141737525572,transfer,DE,individual,CA,81.23893758919736,retired,,0
33,2025-01-23 20:26:25.386204,2644.6258496624205,transfer,CN,company,CA,24.045888272008085,,453998,0
974,2025-01-23 20:28:20.386204,33.32509837520226,deposit,CA,individual,CA,19.926837357561023,self-employed,,0
89,2025-01-23 20:29:06.386204,1552.4357137674278,transfer,US,company,US,17.9815928253413,,721110,0
560,2025-01-23 20:35:34.386204,34.95611884362193,withdrawal,US,individual,US,8.508647835164728,student,,0
505,2025-01-23 20:36:02.386204,78.89824767252405,transfer,DE,individual,US,51.80838137738058,employee,,0
615,2025-01-23 20:37:39.386204,33.18747599296325,withdrawal,CA,individual,CA,9.268033319527058,retired,,0
808,2025-01-23 20:42:08.386204,72.10837310713967,deposit,US,individual,US,1.5781729802068933,unemployed,,0
221,2025-01-23 20:44:03.386204,44.64771092029553,transfer,DE,individual,JP,96.61789022352352,unemployed,,0
645,2025-01-23 20:44:33.386204,3718.331804780446,transfer,US,company,US,27.294556770252008,,423990,0
808,2025-01-23 20:45:03.386204,65.62916307947397,transfer,GB,individual,US,1.5781729802068933,unemployed,,0
617,2025-01-23 21:00:15.386204,88.71020560555421,deposit,CN,individual,CN,32.34368090913616,retired,,0
998,2025-01-23 21:18:41.386204,22.43840623818327,deposit,GB,individual,GB,2.8546698724383535,self-employed,,0
423,2025-01-23 21:22:07.386204,94.42758861505308,transfer,GB,individual,JP,53.999537454011524,retired,,0
933,2025-01-23 21:23:49.386204,39.6576759506661,transfer,GB,individual,CA,92.64772923273523,unemployed,,0
108,2025-01-23 21:25:22.386204,62.77217793261034,deposit,CA,individual,CA,52.01618620586584,self-employed,,0
662,2025-01-23 21:25:46.386204,162.7285572923641,withdrawal,US,individual,US,16.3693989765606,self-employed,,0
295,2025-01-23 21:26:32.386204,84.32972820949065,transfer,JP,individual,US,19.39488421208252,self-employed,,0
702,2025-01-23 21:30:38.386204,1215.765919307519,transfer,DE,company,US,48.02975432810873,,522320,0
783,2025-01-23 21:37:32.386204,4429.140092026303,transfer,GB,individual,JP,75.71003275525594,unemployed,,1
579,2025-01-23 21:39:44.386204,1628.4153481896647,deposit,GB,company,GB,4.57593285490272,,721110,0
959,2025-01-23 21:40:34.386204,102.17849669296383,transfer,CN,individual,US,93.91671130894285,self-employed,,0
35,2025-01-23 21:45:34.386204,25.92103350056413,deposit,CA,individual,CA,23.784287283860316,retired,,0
23,2025-01-23 21:46:37.386204,49.80018858215633,withdrawal,FR,individual,FR,48.589675131574026,retired,,0
676,2025-01-23 21:52:46.386204,68.25882556845022,withdrawal,DE,individual,DE,24.281671326980625,student,,0
405,2025-01-23 21:56:10.386204,45.81092535718439,withdrawal,US,individual,US,93.63064810159901,retired,,0
215,2025-01-23 22:00:37.386204,37.35022802159759,deposit,DE,individual,DE,81.48704216479472,student,,0
738,2025-01-23 22:04:52.386204,4870.7264424755085,transfer,US,company,US,95.90867311941267,,561499,0
311,2025-01-23 22:04:53.386204,435.6932642565643,transfer,DE,company,US,30.603718070972306,,453998,0
186,2025-01-23 22:08:52.386204,28.495236041369964,deposit,CN,individual,CN,67.36314473410879,unemployed,,0
703,2025-01-23 22:10:48.386204,101.02380754276695,transfer,JP,individual,US,40.82772851668277,retired,,0
591,2025-01-23 22:15:32.386204,52.457325361516126,withdrawal,US,individual,US,44.08011608980975,employee,,0
720,2025-01-23 22:17:24.386204,157.7917631415134,transfer,CA,individual,US,6.900567939361091,student,,0
160,2025-01-23 22:21:35.386204,48.56907307651612,withdrawal,CA,individual,CA,64.3313684447669,retired,,0
837,2025-01-23 22:25:20.386204,48.91125915658351,deposit,CA,individual,CA,22.491855688935715,employee,,0
880,2025-01-23 22:33:52.386204,60.028027814146746,withdrawal,JP,individual,JP,74.65020652173828,employee,,0
170,2025-01-23 22:34:42.386204,8216.106728024353,deposit,CA,company,CA,39.05693480164466,,721110,0
96,2025-01-23 22:37:40.386204,53.50623160670778,deposit,US,individual,US,86.09000752817695,employee,,0
245,2025-01-23 22:42:42.386204,30.06642267714684,transfer,FR,individual,GB,32.88907377250949,retired,,0
30,2025-01-23 22:46:44.386204,43.32557872221185,deposit,GB,individual,GB,18.839518883255167,employee,,0
144,2025-01-23 22:47:53.386204,967.4585195930912,deposit,DE,company,DE,81.36084793978253,,522320,0
517,2025-01-23 22:51:20.386204,50.44601732831916,deposit,CA,individual,CA,15.167106931549002,retired,,0
844,2025-01-23 23:11:37.386204,26.71870205925815,withdrawal,CA,individual,CA,67.50490261979927,student,,0
116,2025-01-23 23:11:50.386204,37.07627887836884,deposit,CN,individual,CN,43.737558008381264,unemployed,,0
770,2025-01-23 23:17:15.386204,35.100516823828315,transfer,DE,individual,DE,70.72987435291319,student,,0
573,2025-01-23 23:17:15.386204,8906.000204942064,deposit,CA,individual,CA,83.10473061714484,student,,1
107,2025-01-23 23:29:00.386204,69.43041674096146,transfer,CN,individual,US,91.75777581468448,self-employed,,0
17,2025-01-23 23:30:41.386204,40.03048545705225,transfer,DE,individual,US,67.0583261104669,employee,,0
854,2025-01-23 23:37:02.386204,62.61458768823535,deposit,US,individual,US,93.30037643371693,self-employed,,0
560,2025-01-23 23:45:18.386204,54.1206940781215,withdrawal,US,individual,US,8.508647835164728,student,,0
750,2025-01-23 23:53:06.386204,2213.847750687277,transfer,CN,company,CA,81.62780996731576,,453998,1
225,2025-01-23 23:58:25.386204,54.83949435951531,deposit,GB,individual,GB,3.2801516029573152,unemployed,,0
975,2025-01-23 23:58:59.386204,87.44746040900306,transfer,CA,individual,CA,69.22081329583796,student,,0
789,2025-01-24 00:09:52.386204,3076.71208000867,deposit,GB,company,GB,0.4788307139322545,,561499,0
279,2025-01-24 00:12:40.386204,41.00018500974057,transfer,GB,individual,US,22.241263030353352,self-employed,,0
195,2025-01-24 00:12:40.386204,8054.8793485624155,withdrawal,US,individual,US,36.352491489626246,self-employed,,1
825,2025-01-24 00:14:42.386204,44.11222790963966,withdrawal,FR,individual,FR,21.02428805995299,retired,,0
134,2025-01-24 00:15:27.386204,68.47476216163784,deposit,US,individual,US,95.50554858538953,unemployed,,0
144,2025-01-24 00:16:59.386204,817.6743726535866,deposit,DE,company,DE,81.36084793978253,,522320,0
783,2025-01-24 00:21:30.386204,78.77217092363672,deposit,JP,individual,JP,75.71003275525594,unemployed,,0
262,2025-01-24 00:23:27.386204,71.76510329292867,transfer,JP,individual,US,63.44297745072394,student,,0
877,2025-01-24 00:28:13.386204,28.9619926072758,transfer,JP,individual,JP,37.94064342950719,unemployed,,0
471,2025-01-24 00:38:42.386204,42.70689710227936,transfer,DE,individual,CN,53.97339940675834,unemployed,,0
213,2025-01-24 00:45:28.386204,2965.4513475045396,transfer,JP,company,US,73.67074529640914,,561499,0
437,2025-01-24 00:46:59.386204,37.58336704783427,deposit,FR,individual,FR,68.26242643301057,unemployed,,0
303,2025-01-24 00:52:44.386204,782.3818648396125,transfer,GB,company,CA,24.718241058724644,,721110,0
266,2025-01-24 00:53:56.386204,23.316760205933413,deposit,CA,individual,CA,12.745742798902072,self-employed,,0
127,2025-01-24 00:55:09.386204,160.2164526044259,deposit,US,individual,US,6.987422487065564,retired,,0
816,2025-01-24 00:57:29.386204,158.72079205756913,transfer,CN,individual,DE,74.01145030834847,employee,,0
310,2025-01-24 00:57:29.386204,53.15555709979786,deposit,US,individual,US,35.94944341953632,student,,1
79,2025-01-24 01:00:00.386204,40.69408453944817,withdrawal,JP,individual,JP,26.769526976997028,student,,0
499,2025-01-24 01:01:32.386204,47.30994623796763,transfer,CA,individual,GB,6.838271534893381,student,,0
310,2025-01-24 01:07:29.386204,53.15555709979786,deposit,US,individual,US,35.94944341953632,student,,1
441,2025-01-24 01:11:45.386204,71.46716209552304,withdrawal,US,individual,US,37.73305259773133,retired,,0
376,2025-01-24 01:12:07.386204,25398.032277831895,transfer,DE,company,CA,48.909241209018575,,423990,0
847,2025-01-24 01:13:25.386204,41.743712171243196,withdrawal,US,individual,US,41.17574331032314,self-employed,,0
699,2025-01-24 01:15:56.386204,94.64064671129977,transfer,CA,individual,DE,56.55694435710227,student,,0
344,2025-01-24 01:17:24.386204,11288.91261716548,transfer,US,company,GB,8.800917630652638,,453998,0
310,2025-01-24 01:17:29.386204,53.15555709979786,deposit,US,individual,US,35.94944341953632,student,,1
887,2025-01-24 01:18:20.386204,253.26562847826256,transfer,CN,company,DE,12.350818488315207,,423990,0
723,2025-01-24 01:25:53.386204,43.68288798217172,transfer,DE,individual,GB,26.400138438483843,self-employed,,0
479,2025-01-24 01:26:33.386204,2399.6643602036816,transfer,DE,company,US,59.197001947019444,,423990,0
970,2025-01-24 01:34:42.386204,68.58979401610735,transfer,DE,individual,US,12.445172781375746,employee,,0
667,2025-01-24 01:35:26.386204,1907.2189622604901,transfer,GB,company,US,84.80891681348952,,721110,0
187,2025-01-24 01:38:29.386204,49.611152102148594,withdrawal,CA,individual,CA,28.45443687437864,student,,0
988,2025-01-24 01:41:50.386204,81.19260094168563,transfer,CN,individual,FR,11.040616695786287,unemployed,,0
302,2025-01-24 01:43:32.386204,26.361350886192593,withdrawal,US,individual,US,70.90870018679304,retired,,0
764,2025-01-24 01:55:21.386204,129.57616532908548,transfer,CN,individual,US,11.633550374139535,unemployed,,0
151,2025-01-24 01:56:20.386204,49.003428195198616,withdrawal,US,individual,US,15.359918094308266,unemployed,,0
821,2025-01-24 02:00:27.386204,29.38989896430464,withdrawal,DE,individual,DE,76.60916743552593,unemployed,,0
865,2025-01-24 02:02:36.386204,65.71873930879445,transfer,CA,individual,US,70.55197855342136,self-employed,,0
828,2025-01-24 02:07:35.386204,3407.6756636160653,transfer,DE,company,CA,25.802303733596467,,453998,0
86,2025-01-24 02:12:59.386204,48.16471128089895,deposit,US,individual,US,79.6925166204625,student,,0
766,2025-01-24 02:15:41.386204,6533.473354190082,transfer,FR,company,DE,76.97068466417878,,721110,0
375,2025-01-24 02:20:41.386204,51.1251057183368,deposit,US,individual,US,79.84316583466514,employee,,0
750,2025-01-24 02:23:20.386204,219929.63975903965,withdrawal,CA,company,CA,81.62780996731576,,453998,1
958,2025-01-24 02:26:04.386204,29.452217334835016,transfer,JP,individual,US,24.3655770787375,self-employed,,0
918,2025-01-24 02:30:52.386204,62.39594786153386,withdrawal,US,individual,US,67.68520680039191,self-employed,,0
999,2025-01-24 02:31:59.386204,53.13447892316649,deposit,CA,individual,CA,88.63893814605676,employee,,0
418,2025-01-24 02:48:08.386204,14588.809368244036,transfer,FR,company,GB,8.865147640818606,,522320,0
584,2025-01-24 02:54:05.386204,38.03638854880537,transfer,FR,individual,GB,13.150108306855103,retired,,0
98,2025-01-24 02:54:38.386204,69.73630258928249,transfer,DE,individual,CN,83.87332117795168,employee,,0
423,2025-01-24 03:11:13.386204,148.93659411437568,withdrawal,JP,individual,JP,53.999537454011524,retired,,0
557,2025-01-24 03:14:00.386204,80.87750308803902,withdrawal,US,individual,US,32.97010252946229,self-employed,,0
253,2025-01-24 03:22:26.386204,63.88393760150044,deposit,CA,individual,CA,43.203120618339895,employee,,0
888,2025-01-24 03:23:41.386204,31.81694764368757,transfer,GB,individual,CA,9.793063372448819,unemployed,,0
559,2025-01-24 03:24:23.386204,76.18683051483328,deposit,US,individual,US,8.302469177370641,unemployed,,0
933,2025-01-24 03:24:28.386204,75.77243012499164,withdrawal,CA,individual,CA,92.64772923273523,unemployed,,0
572,2025-01-24 03:25:14.386204,4560.6442496216305,transfer,JP,company,US,24.248299604037104,,522320,0
411,2025-01-24 03:26:53.386204,45.937955145597726,withdrawal,US,individual,US,74.75835349345341,unemployed,,0
671,2025-01-24 03:29:52.386204,109.46875339956941,transfer,US,individual,US,30.954858820976806,self-employed,,0
816,2025-01-24 03:41:23.386204,54.22656018281217,transfer,CA,individual,DE,74.01145030834847,employee,,0
940,2025-01-24 03:46:43.386204,2056.9787611208694,transfer,FR,company,US,26.7881077457235,,561499,0
192,2025-01-24 03:49:38.386204,136.3698949061146,deposit,US,individual,US,65.88900601174484,retired,,0
105,2025-01-24 03:55:57.386204,64.52065020017756,deposit,CA,individual,CA,90.46745276948755,unemployed,,0
433,2025-01-24 04:00:51.386204,48.81729643305263,transfer,CA,individual,US,72.75041040448491,self-employed,,0
696,2025-01-24 04:04:15.386204,53.444463111377566,deposit,US,individual,US,65.03533185542446,retired,,0
697,2025-01-24 04:07:26.386204,1877.0560213127562,transfer,JP,company,US,75.9490810545576,,453998,0
670,2025-01-24 04:12:33.386204,40.573912860088775,transfer,JP,individual,GB,44.786014310221155,self-employed,,0
603,2025-01-24 04:15:44.386204,59.40422599662452,withdrawal,US,individual,US,51.63081162917902,self-employed,,0
943,2025-01-24 04:23:01.386204,128.4300468139787,transfer,GB,individual,US,29.073133033996037,student,,0
866,2025-01-24 04:23:13.386204,59.98203022865885,transfer,DE,individual,CN,14.706816145150214,unemployed,,0
835,2025-01-24 04:24:09.386204,37.754735067751675,deposit,US,individual,US,90.23687363461077,retired,,0
775,2025-01-24 04:24:27.386204,69.92527167084094,deposit,US,individual,US,97.8380752442047,employee,,0
400,2025-01-24 04:24:34.386204,23.678254801505226,transfer,GB,individual,JP,35.08983057158888,self-employed,,0
103,2025-01-24 04:24:39.386204,2283.3731548611136,transfer,US,company,US,20.289792609816683,,721110,0
856,2025-01-24 04:30:47.386204,64.28517101284912,deposit,FR,individual,FR,82.71565518463558,retired,,0
916,2025-01-24 04:31:29.386204,36.51228481826437,transfer,FR,individual,US,25.336998005835976,student,,0
396,2025-01-24 04:43:22.386204,27.54330861233383,transfer,DE,individual,GB,27.58231756715488,retired,,0
533,2025-01-24 04:44:58.386204,32.423176646897446,transfer,FR,individual,GB,6.804312641208988,employee,,0
805,2025-01-24 04:45:27.386204,58.01568412160098,transfer,FR,individual,US,24.832371306359846,unemployed,,0
737,2025-01-24 04:48:12.386204,46.3726446399343,deposit,US,individual,US,28.801319849071348,unemployed,,0
305,2025-01-24 04:49:08.386204,65.73190493997998,withdrawal,CA,individual,CA,38.22354293772759,self-employed,,0
734,2025-01-24 04:49:09.386204,17.62702138670712,transfer,FR,individual,US,37.77114914154451,retired,,0
737,2025-01-24 04:57:22.386204,43.60882155317723,withdrawal,US,individual,US,28.801319849071348,unemployed,,0
986,2025-01-24 05:23:50.386204,65.24013335399329,deposit,GB,individual,GB,27.597270681416564,student,,0
889,2025-01-24 05:28:59.386204,42.514526013728336,transfer,US,individual,CA,10.075431708987882,employee,,0
68,2025-01-24 05:31:36.386204,66.86910900713937,deposit,US,individual,US,76.33932635718683,retired,,0
413,2025-01-24 05:34:37.386204,63.995249395539346,withdrawal,US,individual,US,90.58790304756332,retired,,0
215,2025-01-24 05:35:23.386204,46.21654375110709,deposit,DE,individual,DE,81.48704216479472,student,,0
965,2025-01-24 05:39:33.386204,77.49503115418518,deposit,US,individual,US,39.570834391847335,unemployed,,0
971,2025-01-24 05:40:15.386204,56.512595459697906,deposit,US,individual,US,61.288073167491284,unemployed,,0
357,2025-01-24 05:46:16.386204,12743.107181002766,transfer,FR,company,CN,29.673887084533412,,721110,0
710,2025-01-24 05:53:28.386204,48.83650499228782,transfer,DE,individual,US,31.948181607395178,unemployed,,0
597,2025-01-24 05:58:25.386204,79.05629435744059,withdrawal,US,individual,US,33.628275367462294,student,,0
741,2025-01-24 05:59:48.386204,77.28250194989444,withdrawal,CA,individual,CA,14.479924696688917,retired,,0
342,2025-01-24 06:02:53.386204,32.18808994046933,deposit,US,individual,US,39.792143918364445,retired,,0
398,2025-01-24 06:07:39.386204,3588.534243279705,transfer,CN,company,CA,95.3348409446774,,561499,0
396,2025-01-24 06:10:49.386204,154.41289577391365,withdrawal,GB,individual,GB,27.58231756715488,retired,,0
406,2025-01-24 06:21:58.386204,57.67280988161156,transfer,JP,individual,US,86.9325014135239,student,,0
756,2025-01-24 06:22:56.386204,3071.234527095179,transfer,US,company,JP,67.56335975710816,,423990,0
570,2025-01-24 06:26:11.386204,82.04105765145438,withdrawal,US,individual,US,96.20554854834852,self-employed,,0
739,2025-01-24 06:26:54.386204,47.605668804709055,transfer,US,individual,US,91.24845817140262,retired,,0
613,2025-01-24 06:33:09.386204,39.72170850051479,deposit,US,individual,US,29.138302582181364,employee,,0
795,2025-01-24 06:33:33.386204,40.683330000048564,withdrawal,US,individual,US,86.41288319422922,retired,,0
82,2025-01-24 06:41:52.386204,58.47649737640105,transfer,GB,individual,FR,35.4446981054697,unemployed,,0
843,2025-01-24 06:45:35.386204,3506.9919158088,withdrawal,US,company,US,12.840507487056119,,453998,0
913,2025-01-24 06:51:39.386204,42.467851711768525,deposit,US,individual,US,30.046158925813206,student,,0
197,2025-01-24 06:59:53.386204,127.63247641222685,withdrawal,US,individual,US,74.64826592699427,student,,0
876,2025-01-24 07:01:51.386204,2492.4193822567,transfer,US,company,US,16.27728145033638,,721110,0
676,2025-01-24 07:07:14.386204,56.85439504055172,withdrawal,DE,individual,DE,24.281671326980625,student,,1
423,2025-01-24 07:07:14.386204,52.87457673862278,transfer,CA,individual,JP,53.999537454011524,retired,,0
848,2025-01-24 07:07:48.386204,72.85375380910833,transfer,GB,individual,CA,35.79381970500249,student,,0
50,2025-01-24 07:10:16.386204,34.31688774750194,deposit,CN,individual,CN,71.46336818566239,retired,,0
816,2025-01-24 07:11:20.386204,39.79364362016879,transfer,US,individual,DE,74.01145030834847,employee,,0
676,2025-01-24 07:17:14.386204,56.85439504055172,withdrawal,DE,individual,DE,24.281671326980625,student,,1
758,2025-01-24 07:17:47.386204,208.2658760438939,transfer,US,individual,CA,50.61836483186528,employee,,0
732,2025-01-24 07:20:44.386204,5548.844241372582,transfer,DE,company,US,27.901226193460747,,561499,0
676,2025-01-24 07:27:14.386204,56.85439504055172,withdrawal,DE,individual,DE,24.281671326980625,student,,1
28,2025-01-24 07:27:40.386204,30.07583634148779,withdrawal,FR,individual,FR,67.25940217885153,unemployed,,0
90,2025-01-24 07:29:14.386204,42.631802908309,transfer,DE,individual,FR,45.29369149971173,retired,,0
964,2025-01-24 07:29:54.386204,25.968757498083832,withdrawal,FR,individual,FR,61.64095539268516,employee,,0
951,2025-01-24 07:31:52.386204,11506.549466008795,transfer,DE,company,CA,54.42688101725093,,721110,0
604,2025-01-24 07:32:16.386204,46.488974304487485,transfer,JP,individual,US,40.97173826316529,employee,,0
427,2025-01-24 07:33:01.386204,28.105629086705807,transfer,FR,individual,US,69.68534079161698,self-employed,,0
676,2025-01-24 07:37:14.386204,56.85439504055172,withdrawal,DE,individual,DE,24.281671326980625,student,,1
278,2025-01-24 07:38:26.386204,54.57993841006289,transfer,CN,individual,US,49.58569188038153,unemployed,,0
371,2025-01-24 07:48:33.386204,92.32366600871401,transfer,US,individual,CA,41.5567205840465,employee,,0
