alert_date,account_number,segment,rule_id,param,value,score,alert_score,is_issue
2024-03-30,2081,IND,AML-AUG,consecutive_inc,7.101923085494454,20,40,1
2024-03-30,2081,IND,AML-FTF,transaction_velocity,3.356271649123719,20,40,1
2024-03-30,7697,IND,AML-AUG,seasonal_factor,0.9842579439457085,10,40,0
2024-03-30,7697,IND,AML-CHG,volume_increase,5.048143475730628,15,40,0
2024-03-30,7697,IND,AML-FTF,high_risk_country_count,5.354757507703985,15,40,0
2024-03-31,2619,CORP,AML-CHG,pattern_deviation,5.822746681799176,15,45,0
2024-03-31,2619,CORP,AML-TUA,activity_value,100000.0,15,45,0
2024-03-31,2619,CORP,AML-MNT,transaction_frequency,6.0,15,45,0
2024-03-31,6278,CORP,AML-MNT,activity_value,100000.0,15,40,0
2024-03-31,6278,CORP,AML-CHG,activity_ratio_change,0.7011439720678754,10,40,0
2024-03-31,6278,CORP,AML-FTF,transaction_velocity,6.58738937951354,15,40,0
2024-04-01,7797,CORP,AML-AUG,peak_deviation,5.34429512440174,15,40,0
2024-04-01,7797,CORP,AML-TUA,activity_value,50000.0,10,40,0
2024-04-01,7797,CORP,AML-MNT,transaction_frequency,6.0,15,40,0
2024-04-01,9479,CORP,AML-MNT,activity_value,100000.0,15,45,0
2024-04-01,9479,CORP,AML-AUG,consecutive_inc,14.518877390076419,15,45,0
2024-04-01,9479,CORP,AML-TUA,activity_value,100000.0,15,45,0
2024-04-02,1707,IND,AML-TUA,avg_transaction_size,20000.0,15,40,0
2024-04-02,1707,IND,AML-MNT,activity_value,20000.0,15,40,0
2024-04-02,1707,IND,AML-CHG,pattern_deviation,1.7207323675453225,10,40,0
2024-04-02,6276,IND,AML-MNT,activity_value,20000.0,15,45,0
2024-04-02,6276,IND,AML-CHG,activity_ratio_change,1.5721299297275269,15,45,0
2024-04-02,6276,IND,AML-FTF,foreign_transaction_ratio,1.4069260374411137,15,45,0
2024-04-03,7435,CORP,AML-MNT,transaction_frequency,6.0,15,40,0
2024-04-03,7435,CORP,AML-CHG,activity_ratio_change,1.1690687972424565,15,40,0
2024-04-03,7435,CORP,AML-FTF,high_risk_country_count,11.585907317994657,10,40,0
2024-04-07,7092,CORP,AML-FTF,high_risk_country_count,10.101708743049041,10,40,0
2024-04-07,7092,CORP,AML-AUG,peak_deviation,6.615037036530472,15,40,0
2024-04-07,7092,CORP,AML-CHG,pattern_deviation,5.759688743663663,15,40,0
2024-04-07,9081,IND,AML-CHG,pattern_deviation,3.5363261052445143,15,40,0
2024-04-07,9081,IND,AML-FTF,high_risk_country_count,5.3412574657838805,15,40,0
2024-04-07,9081,IND,AML-AUG,peak_deviation,2.121001563358675,10,40,0
2024-04-08,7036,CORP,AML-TUA,activity_value,100000.0,15,40,0
2024-04-08,7036,CORP,AML-FTF,foreign_transaction_ratio,1.2329945682315289,15,40,0
2024-04-08,7036,CORP,AML-CHG,pattern_deviation,3.2887326290046346,10,40,0
2024-04-08,8425,CORP,AML-AUG,consecutive_inc,16.8143245953141,15,40,0
2024-04-08,8425,CORP,AML-CHG,activity_ratio_change,1.1893369942251126,15,40,0
2024-04-08,8425,CORP,AML-TUA,avg_transaction_size,50000.0,10,40,0
2024-04-09,1568,IND,AML-FTF,foreign_transaction_ratio,1.640684870412912,15,45,0
2024-04-09,1568,IND,AML-AUG,peak_deviation,3.0946087774356092,15,45,0
2024-04-09,1568,IND,AML-MNT,activity_value,20000.0,15,45,0
2024-04-09,2626,IND,AML-AUG,consecutive_inc,2.5709632133148714,10,40,0
2024-04-09,2626,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-04-09,2626,IND,AML-FTF,high_risk_country_count,5.6040624001965265,15,40,0
2024-04-10,3837,IND,AML-MNT,activity_value,20000.0,15,40,0
2024-04-10,3837,IND,AML-AUG,seasonal_factor,1.0917317415953807,10,40,0
2024-04-10,3837,IND,AML-CHG,pattern_deviation,2.4938459354499187,15,40,0
2024-04-10,3885,IND,AML-CHG,volume_increase,5.593901429558704,15,45,0
2024-04-10,3885,IND,AML-AUG,peak_deviation,3.1521543991224563,15,45,0
2024-04-10,3885,IND,AML-FTF,transaction_velocity,3.1430622943880726,15,45,0
2024-04-11,2217,IND,AML-TUA,activity_value,10000.0,10,40,0
2024-04-11,2217,IND,AML-CHG,pattern_deviation,3.1028633424645697,15,40,0
2024-04-11,2217,IND,AML-FTF,transaction_velocity,2.7518806268030636,15,40,0
2024-04-11,2382,CORP,AML-MNT,activity_value,50000.0,10,40,0
2024-04-11,2382,CORP,AML-CHG,volume_increase,12.551580320402852,15,40,0
2024-04-11,2382,CORP,AML-FTF,transaction_velocity,6.918810081100909,15,40,0
2024-04-11,3771,CORP,AML-AUG,consecutive_inc,12.078687793028864,15,45,0
2024-04-11,3771,CORP,AML-TUA,avg_transaction_size,100000.0,15,45,0
2024-04-11,3771,CORP,AML-FTF,foreign_transaction_ratio,1.2210467007286256,15,45,0
2024-04-11,6253,CORP,AML-TUA,avg_transaction_size,100000.0,15,60,1
2024-04-11,6253,CORP,AML-FTF,transaction_velocity,6.94444035002411,20,60,1
2024-04-11,6253,CORP,AML-CHG,activity_ratio_change,2.6527355007591193,25,60,1
2024-04-12,1880,IND,AML-AUG,seasonal_factor,1.4006933210370425,15,45,0
2024-04-12,1880,IND,AML-FTF,transaction_velocity,3.356803859889898,15,45,0
2024-04-12,1880,IND,AML-MNT,destination_count,5.0,15,45,0
2024-04-12,7105,CORP,AML-FTF,foreign_transaction_ratio,1.6741652430910159,20,45,1
2024-04-12,7105,CORP,AML-TUA,activity_value,500000.0,25,45,1
2024-04-12,8878,IND,AML-FTF,transaction_velocity,3.515170289631984,15,40,0
2024-04-12,8878,IND,AML-TUA,avg_transaction_size,20000.0,15,40,0
2024-04-12,8878,IND,AML-MNT,destination_count,3.0,10,40,0
2024-04-13,7150,IND,AML-AUG,consecutive_inc,5.803532365892653,15,45,0
2024-04-13,7150,IND,AML-FTF,foreign_transaction_ratio,1.6431308159282665,15,45,0
2024-04-13,7150,IND,AML-CHG,activity_ratio_change,1.3535770443613542,15,45,0
2024-04-13,9087,IND,AML-AUG,consecutive_inc,5.213414215544044,15,45,0
2024-04-13,9087,IND,AML-FTF,foreign_transaction_ratio,1.5398110448912206,15,45,0
2024-04-13,9087,IND,AML-MNT,destination_count,5.0,15,45,0
2024-04-14,5334,IND,AML-FTF,foreign_transaction_ratio,1.366049756785122,15,45,0
2024-04-14,5334,IND,AML-TUA,activity_value,20000.0,15,45,0
2024-04-14,5334,IND,AML-MNT,destination_count,5.0,15,45,0
2024-04-14,9759,IND,AML-CHG,volume_increase,4.868317598058684,15,40,0
2024-04-14,9759,IND,AML-AUG,peak_deviation,1.8443697184580636,10,40,0
2024-04-14,9759,IND,AML-MNT,destination_count,5.0,15,40,0
2024-04-15,1720,CORP,AML-CHG,pattern_deviation,6.487672595443661,15,45,0
2024-04-15,1720,CORP,AML-FTF,high_risk_country_count,15.095962942551694,15,45,0
2024-04-15,1720,CORP,AML-TUA,avg_transaction_size,100000.0,15,45,0
2024-04-17,3137,CORP,AML-FTF,foreign_transaction_ratio,1.1865303947530284,15,40,0
2024-04-17,3137,CORP,AML-CHG,activity_ratio_change,0.687551941840389,10,40,0
2024-04-17,3137,CORP,AML-MNT,destination_count,15.0,15,40,0
2024-04-18,6150,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-04-18,6150,IND,AML-MNT,activity_value,10000.0,10,40,0
2024-04-18,6150,IND,AML-CHG,pattern_deviation,3.043723233618386,15,40,0
2024-04-19,4610,CORP,AML-AUG,consecutive_inc,12.18459063979776,15,60,1
2024-04-19,4610,CORP,AML-MNT,activity_value,200000.0,20,60,1
2024-04-19,4610,CORP,AML-CHG,activity_ratio_change,2.479692439255741,25,60,1
2024-04-20,5368,IND,AML-MNT,destination_count,5.0,15,40,0
2024-04-20,5368,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-04-20,5368,IND,AML-CHG,volume_increase,2.820263945936718,10,40,0
2024-04-20,8355,IND,AML-MNT,transaction_frequency,2.0,10,40,0
2024-04-20,8355,IND,AML-AUG,consecutive_inc,4.571923998168376,15,40,0
2024-04-20,8355,IND,AML-TUA,avg_transaction_size,20000.0,15,40,0
2024-04-21,5919,IND,AML-FTF,foreign_transaction_ratio,1.3561111167080622,15,40,0
2024-04-21,5919,IND,AML-TUA,transaction_count,3.0,10,40,0
2024-04-21,5919,IND,AML-MNT,activity_value,20000.0,15,40,0
2024-04-22,9406,CORP,AML-MNT,activity_value,500000.0,25,65,1
2024-04-22,9406,CORP,AML-TUA,activity_value,500000.0,25,65,1
2024-04-22,9406,CORP,AML-CHG,activity_ratio_change,1.1989322519401477,15,65,1
2024-04-23,7834,IND,AML-CHG,activity_ratio_change,1.3581780612345242,15,40,0
2024-04-23,7834,IND,AML-FTF,high_risk_country_count,4.878152482735031,15,40,0
2024-04-23,7834,IND,AML-AUG,seasonal_factor,0.9984789831517406,10,40,0
2024-04-25,3349,CORP,AML-TUA,activity_value,100000.0,15,45,0
2024-04-25,3349,CORP,AML-MNT,transaction_frequency,6.0,15,45,0
2024-04-25,3349,CORP,AML-AUG,seasonal_factor,1.2839404193313897,15,45,0
2024-04-25,4448,IND,AML-CHG,activity_ratio_change,1.0824031184953438,10,40,0
2024-04-25,4448,IND,AML-AUG,seasonal_factor,1.3866124061216405,15,40,0
2024-04-25,4448,IND,AML-FTF,high_risk_country_count,4.132210927193374,15,40,0
2024-04-27,1211,CORP,AML-TUA,transaction_count,15.0,15,40,0
2024-04-27,1211,CORP,AML-MNT,destination_count,15.0,15,40,0
2024-04-27,1211,CORP,AML-AUG,consecutive_inc,11.415203605236728,10,40,0
2024-04-27,5843,IND,AML-AUG,consecutive_inc,10.027947580524998,25,70,1
2024-04-27,5843,IND,AML-TUA,activity_value,50000.0,25,70,1
2024-04-27,5843,IND,AML-MNT,activity_value,30000.0,20,70,1
2024-04-27,8091,IND,AML-CHG,activity_ratio_change,1.5148042886737885,15,40,0
2024-04-27,8091,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-04-27,8091,IND,AML-AUG,peak_deviation,1.7082111678697858,10,40,0
2024-04-27,9091,IND,AML-FTF,high_risk_country_count,2.493866950039785,10,40,0
2024-04-27,9091,IND,AML-AUG,consecutive_inc,4.590370070612258,15,40,0
2024-04-27,9091,IND,AML-TUA,avg_transaction_size,20000.0,15,40,0
2024-04-28,6002,CORP,AML-MNT,activity_value,200000.0,20,60,1
2024-04-28,6002,CORP,AML-TUA,transaction_count,20.0,20,60,1
2024-04-28,6002,CORP,AML-AUG,peak_deviation,7.81563794261921,20,60,1
2024-04-29,5167,CORP,AML-CHG,activity_ratio_change,0.7341614093009776,10,40,0
2024-04-29,5167,CORP,AML-MNT,transaction_frequency,6.0,15,40,0
2024-04-29,5167,CORP,AML-FTF,high_risk_country_count,17.04225744989389,15,40,0
2024-04-30,4484,IND,AML-AUG,consecutive_inc,3.227081845205298,10,40,0
2024-04-30,4484,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-04-30,4484,IND,AML-MNT,destination_count,5.0,15,40,0
2024-04-30,8272,CORP,AML-TUA,activity_value,100000.0,15,40,0
2024-04-30,8272,CORP,AML-AUG,consecutive_inc,8.489145074598333,10,40,0
2024-04-30,8272,CORP,AML-FTF,foreign_transaction_ratio,1.1005712214378716,15,40,0
2024-04-30,9215,CORP,AML-TUA,activity_value,100000.0,15,40,0
2024-04-30,9215,CORP,AML-FTF,high_risk_country_count,10.585729903043312,10,40,0
2024-04-30,9215,CORP,AML-MNT,transaction_frequency,6.0,15,40,0
2024-05-02,5701,IND,AML-CHG,activity_ratio_change,1.4553185791473855,15,40,0
2024-05-02,5701,IND,AML-TUA,activity_value,20000.0,15,40,0
2024-05-02,5701,IND,AML-AUG,consecutive_inc,2.590580834904077,10,40,0
2024-05-07,6307,CORP,AML-AUG,consecutive_inc,14.865228667038481,15,45,0
2024-05-07,6307,CORP,AML-CHG,volume_increase,16.627149462075682,15,45,0
2024-05-07,6307,CORP,AML-TUA,avg_transaction_size,100000.0,15,45,0
2024-05-07,9780,IND,AML-TUA,activity_value,20000.0,15,40,0
2024-05-07,9780,IND,AML-FTF,high_risk_country_count,2.496322635385379,10,40,0
2024-05-07,9780,IND,AML-AUG,seasonal_factor,1.5115912975332058,15,40,0
2024-05-08,1828,IND,AML-CHG,volume_increase,6.928936363242261,20,45,1
2024-05-08,1828,IND,AML-MNT,destination_count,10.0,25,45,1
2024-05-08,7123,CORP,AML-CHG,activity_ratio_change,1.2858241940404924,15,45,0
2024-05-08,7123,CORP,AML-MNT,activity_value,100000.0,15,45,0
2024-05-08,7123,CORP,AML-AUG,seasonal_factor,1.1807876937616315,15,45,0
2024-05-10,3201,CORP,AML-MNT,transaction_frequency,6.0,15,45,0
2024-05-10,3201,CORP,AML-TUA,activity_value,100000.0,15,45,0
2024-05-10,3201,CORP,AML-AUG,consecutive_inc,12.019261392819276,15,45,0
2024-05-10,3334,IND,AML-AUG,consecutive_inc,5.139672541131625,15,60,1
2024-05-10,3334,IND,AML-CHG,activity_ratio_change,2.895944949926835,25,60,1
2024-05-10,3334,IND,AML-MNT,transaction_frequency,4.0,20,60,1
2024-05-10,7234,CORP,AML-MNT,destination_count,10.0,10,40,0
2024-05-10,7234,CORP,AML-AUG,seasonal_factor,1.2817550873068277,15,40,0
2024-05-10,7234,CORP,AML-CHG,volume_increase,14.373412568956658,15,40,0
2024-05-12,3555,IND,AML-CHG,volume_increase,5.474772207188128,15,40,0
2024-05-12,3555,IND,AML-MNT,destination_count,3.0,10,40,0
2024-05-12,3555,IND,AML-AUG,peak_deviation,3.3361499936426027,15,40,0
2024-05-12,6929,CORP,AML-MNT,transaction_frequency,4.0,10,40,0
2024-05-12,6929,CORP,AML-CHG,activity_ratio_change,1.2162174993106856,15,40,0
2024-05-12,6929,CORP,AML-TUA,activity_value,100000.0,15,40,0
2024-05-13,1890,CORP,AML-MNT,destination_count,10.0,10,40,0
2024-05-13,1890,CORP,AML-CHG,activity_ratio_change,1.1357844987918702,15,40,0
2024-05-13,1890,CORP,AML-FTF,transaction_velocity,5.69938033306237,15,40,0
2024-05-13,1981,CORP,AML-TUA,transaction_count,15.0,15,40,0
2024-05-13,1981,CORP,AML-CHG,pattern_deviation,6.6149932543995575,15,40,0
2024-05-13,1981,CORP,AML-MNT,destination_count,10.0,10,40,0
2024-05-14,4133,CORP,AML-CHG,volume_increase,12.640634411052766,15,40,0
2024-05-14,4133,CORP,AML-TUA,transaction_count,15.0,15,40,0
2024-05-14,4133,CORP,AML-MNT,destination_count,10.0,10,40,0
2024-05-14,4274,CORP,AML-TUA,activity_value,50000.0,10,40,0
2024-05-14,4274,CORP,AML-AUG,consecutive_inc,17.673112346104872,15,40,0
2024-05-14,4274,CORP,AML-MNT,transaction_frequency,6.0,15,40,0
2024-05-14,5424,IND,AML-AUG,seasonal_factor,1.6195747403983187,15,40,0
2024-05-14,5424,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-05-14,5424,IND,AML-FTF,transaction_velocity,2.0613253034806567,10,40,0
2024-05-15,9095,IND,AML-FTF,transaction_velocity,1.8639335290197203,10,40,0
2024-05-15,9095,IND,AML-MNT,destination_count,5.0,15,40,0
2024-05-15,9095,IND,AML-AUG,seasonal_factor,1.3593867259405639,15,40,0
2024-05-16,4735,IND,AML-MNT,activity_value,20000.0,15,40,0
2024-05-16,4735,IND,AML-AUG,consecutive_inc,5.354172823459713,15,40,0
2024-05-16,4735,IND,AML-TUA,avg_transaction_size,10000.0,10,40,0
2024-05-16,6174,CORP,AML-FTF,high_risk_country_count,8.292155571379888,10,40,0
2024-05-16,6174,CORP,AML-MNT,activity_value,100000.0,15,40,0
2024-05-16,6174,CORP,AML-CHG,activity_ratio_change,1.214559592878015,15,40,0
2024-05-18,6865,CORP,AML-AUG,seasonal_factor,1.1951199833615989,15,45,0
2024-05-18,6865,CORP,AML-FTF,foreign_transaction_ratio,1.1088808709585452,15,45,0
2024-05-18,6865,CORP,AML-MNT,destination_count,15.0,15,45,0
2024-05-18,7615,IND,AML-FTF,foreign_transaction_ratio,3.2891788893553744,25,65,1
2024-05-18,7615,IND,AML-MNT,activity_value,20000.0,15,65,1
2024-05-18,7615,IND,AML-TUA,transaction_count,10.0,25,65,1
2024-05-18,7988,CORP,AML-FTF,transaction_velocity,5.562535362199154,15,45,0
2024-05-18,7988,CORP,AML-AUG,peak_deviation,5.543450110615935,15,45,0
2024-05-18,7988,CORP,AML-TUA,avg_transaction_size,100000.0,15,45,0
2024-05-18,8763,IND,AML-FTF,high_risk_country_count,3.5847865068227667,10,40,0
2024-05-18,8763,IND,AML-TUA,avg_transaction_size,20000.0,15,40,0
2024-05-18,8763,IND,AML-AUG,seasonal_factor,1.450122487652979,15,40,0
2024-05-19,3898,IND,AML-TUA,avg_transaction_size,20000.0,15,40,0
2024-05-19,3898,IND,AML-MNT,transaction_frequency,3.0,15,40,0
2024-05-19,3898,IND,AML-CHG,volume_increase,2.4063771960431852,10,40,0
2024-05-19,5766,CORP,AML-CHG,pattern_deviation,5.662709247056948,15,40,0
2024-05-19,5766,CORP,AML-FTF,high_risk_country_count,8.191450858427093,10,40,0
2024-05-19,5766,CORP,AML-AUG,consecutive_inc,15.949327007530366,15,40,0
2024-05-19,7754,CORP,AML-AUG,peak_deviation,5.980515892288745,15,40,0
2024-05-19,7754,CORP,AML-FTF,transaction_velocity,3.7707135573199406,10,40,0
2024-05-19,7754,CORP,AML-TUA,avg_transaction_size,100000.0,15,40,0
2024-05-19,7885,IND,AML-MNT,transaction_frequency,3.0,15,40,0
2024-05-19,7885,IND,AML-TUA,avg_transaction_size,10000.0,10,40,0
2024-05-19,7885,IND,AML-AUG,peak_deviation,2.5927753543281975,15,40,0
2024-05-19,9621,CORP,AML-TUA,activity_value,100000.0,15,45,0
2024-05-19,9621,CORP,AML-FTF,transaction_velocity,5.730196457362638,15,45,0
2024-05-19,9621,CORP,AML-CHG,activity_ratio_change,1.1150575627094221,15,45,0
2024-05-20,6827,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-05-20,6827,IND,AML-FTF,high_risk_country_count,5.25988283675074,15,40,0
2024-05-20,6827,IND,AML-CHG,volume_increase,3.2983440252509806,10,40,0
2024-05-21,5139,CORP,AML-CHG,volume_increase,16.656040382905832,20,55,1
2024-05-21,5139,CORP,AML-FTF,foreign_transaction_ratio,1.7511132907172926,20,55,1
2024-05-21,5139,CORP,AML-TUA,transaction_count,15.0,15,55,1
2024-05-21,8452,IND,AML-AUG,seasonal_factor,1.6171078202629736,15,40,0
2024-05-21,8452,IND,AML-FTF,foreign_transaction_ratio,0.980256601105289,10,40,0
2024-05-21,8452,IND,AML-CHG,activity_ratio_change,1.5370667244386076,15,40,0
2024-05-22,2242,IND,AML-TUA,activity_value,10000.0,10,40,0
2024-05-22,2242,IND,AML-MNT,transaction_frequency,3.0,15,40,0
2024-05-22,2242,IND,AML-CHG,pattern_deviation,2.9636307399808355,15,40,0
2024-05-23,6515,CORP,AML-FTF,foreign_transaction_ratio,2.26192522268257,25,40,1
2024-05-23,6515,CORP,AML-AUG,peak_deviation,5.373829784502438,15,40,1
2024-05-26,1142,CORP,AML-AUG,seasonal_factor,2.2807101126255245,25,65,1
2024-05-26,1142,CORP,AML-MNT,activity_value,500000.0,25,65,1
2024-05-26,1142,CORP,AML-FTF,transaction_velocity,7.054420204741052,15,65,1
2024-05-26,2161,CORP,AML-AUG,peak_deviation,6.259778392441521,15,45,0
2024-05-26,2161,CORP,AML-MNT,activity_value,100000.0,15,45,0
2024-05-26,2161,CORP,AML-CHG,volume_increase,15.552654738673857,15,45,0
2024-05-26,8138,CORP,AML-FTF,foreign_transaction_ratio,1.2737147226984458,15,40,0
2024-05-26,8138,CORP,AML-MNT,activity_value,50000.0,10,40,0
2024-05-26,8138,CORP,AML-TUA,transaction_count,15.0,15,40,0
2024-05-27,4909,CORP,AML-FTF,high_risk_country_count,16.3044748601395,15,40,0
2024-05-27,4909,CORP,AML-MNT,transaction_frequency,4.0,10,40,0
2024-05-27,4909,CORP,AML-TUA,activity_value,100000.0,15,40,0
2024-05-28,3635,IND,AML-FTF,high_risk_country_count,5.873845215018461,15,50,1
2024-05-28,3635,IND,AML-AUG,seasonal_factor,1.466740662685361,15,50,1
2024-05-28,3635,IND,AML-MNT,destination_count,7.0,20,50,1
2024-05-29,4571,CORP,AML-MNT,activity_value,100000.0,15,45,0
2024-05-29,4571,CORP,AML-CHG,pattern_deviation,5.811840872734749,15,45,0
2024-05-29,4571,CORP,AML-FTF,transaction_velocity,6.354630538860265,15,45,0
2024-05-29,8287,IND,AML-TUA,transaction_count,5.0,15,40,0
2024-05-29,8287,IND,AML-MNT,transaction_frequency,2.0,10,40,0
2024-05-29,8287,IND,AML-CHG,pattern_deviation,3.1716279481787444,15,40,0
2024-05-30,7145,CORP,AML-MNT,transaction_frequency,6.0,15,40,0
2024-05-30,7145,CORP,AML-CHG,pattern_deviation,6.6330271552172135,15,40,0
2024-05-30,7145,CORP,AML-AUG,seasonal_factor,0.7627207540082263,10,40,0
2024-06-01,4285,CORP,AML-AUG,consecutive_inc,27.305562309172995,25,75,1
2024-06-01,4285,CORP,AML-CHG,volume_increase,24.36625640474996,25,75,1
2024-06-01,4285,CORP,AML-FTF,foreign_transaction_ratio,2.583787724179023,25,75,1
2024-06-01,7678,IND,AML-FTF,foreign_transaction_ratio,2.0413925827424744,20,65,1
2024-06-01,7678,IND,AML-MNT,transaction_frequency,4.0,20,65,1
2024-06-01,7678,IND,AML-CHG,volume_increase,10.51992363487532,25,65,1
2024-06-03,2302,IND,AML-AUG,consecutive_inc,4.926864808386883,15,45,0
2024-06-03,2302,IND,AML-MNT,destination_count,5.0,15,45,0
2024-06-03,2302,IND,AML-TUA,avg_transaction_size,20000.0,15,45,0
2024-06-03,8967,IND,AML-TUA,avg_transaction_size,20000.0,15,40,0
2024-06-03,8967,IND,AML-MNT,transaction_frequency,2.0,10,40,0
2024-06-03,8967,IND,AML-CHG,pattern_deviation,3.4596885003654716,15,40,0
2024-06-04,6864,CORP,AML-TUA,activity_value,100000.0,15,40,0
2024-06-04,6864,CORP,AML-CHG,activity_ratio_change,1.2791620061000508,15,40,0
2024-06-04,6864,CORP,AML-MNT,destination_count,10.0,10,40,0
2024-06-05,1966,IND,AML-FTF,transaction_velocity,1.6928827259411179,10,40,0
2024-06-05,1966,IND,AML-CHG,volume_increase,4.22506200234555,15,40,0
2024-06-05,1966,IND,AML-AUG,seasonal_factor,1.604967940696163,15,40,0
2024-06-05,8181,CORP,AML-CHG,activity_ratio_change,0.6714420154116374,10,40,0
2024-06-05,8181,CORP,AML-FTF,foreign_transaction_ratio,1.176231751324446,15,40,0
2024-06-05,8181,CORP,AML-AUG,peak_deviation,5.475901880035048,15,40,0
